iter	Logloss
0	0.5436066144
1	0.3993215536
2	0.3491348163
3	0.3135553807
4	0.2798039889
5	0.2528992847
6	0.235080572
7	0.2206027675
8	0.2153297285
9	0.2064961732
10	0.1984183136
11	0.1931486822
12	0.1861729662
13	0.1795904999
14	0.1723953868
15	0.1705747807
16	0.1677345369
17	0.1645540218
18	0.1623569243
19	0.1565868663
20	0.1522729438
21	0.148872845
22	0.1466508734
23	0.1444830365
24	0.1425215914
25	0.1408917986
26	0.139222239
27	0.1326142486
28	0.1283912076
29	0.1265754259
30	0.1242374908
31	0.1221726176
32	0.1188176029
33	0.1175640846
34	0.1170008794
35	0.1148183111
36	0.1136016699
37	0.1127080782
38	0.1111175544
39	0.108670223
40	0.1069106864
41	0.1058563836
42	0.1035978626
43	0.1013025145
44	0.09876971312
45	0.09598430215
46	0.09463924953
47	0.09407877621
48	0.09222772008
49	0.09077806463
50	0.08929561763
51	0.08700932281
52	0.084123399
53	0.08190391576
54	0.08001625973
55	0.07875694436
56	0.07637197518
57	0.07511589315
58	0.07440461556
59	0.07303593565
60	0.07196230333
61	0.07017906162
62	0.06937159528
63	0.06878122937
64	0.06806175796
65	0.06707775263
66	0.06495272743
67	0.06406627999
68	0.06315571784
69	0.0621391663
70	0.06075659576
71	0.05974521064
72	0.05842803842
73	0.05796870668
74	0.05743158421
75	0.05696388266
76	0.05626743505
77	0.05504867883
78	0.05478164123
79	0.05443485201
80	0.05430398324
81	0.05349500271
82	0.05292369726
83	0.05219383116
84	0.05132930276
85	0.05030105838
86	0.04944474366
87	0.04859112065
88	0.04818891054
89	0.04774726817
90	0.04720974636
91	0.04654805983
92	0.04580490106
93	0.04488797821
94	0.04437972304
95	0.04375568385
96	0.04306864177
97	0.04223775066
98	0.04157800144
99	0.04110635153
100	0.04092576651
101	0.04065564062
102	0.04036217983
103	0.04002492637
104	0.03962934461
105	0.03949249853
106	0.03937064165
107	0.03898882809
108	0.03863448859
109	0.03824095451
110	0.03793308408
111	0.03739748151
112	0.03725456011
113	0.03689723228
114	0.03622397696
115	0.0356628054
116	0.03518766232
117	0.03497967715
118	0.03419401345
119	0.03372318373
120	0.03318244583
121	0.03282240431
122	0.03254581515
123	0.03204653083
124	0.03162336708
125	0.03139841455
126	0.03131760213
127	0.03100923142
128	0.03064736656
129	0.03014671798
130	0.02992539245
131	0.02959272486
132	0.02923206666
133	0.02913083864
134	0.02864503974
135	0.02847942845
136	0.02832755443
137	0.02805855039
138	0.02788008582
139	0.02773717598
140	0.02753240023
141	0.02728265249
142	0.02720893988
143	0.02715720655
144	0.0269236537
145	0.02680196726
146	0.02655659816
147	0.02633591584
148	0.02601652839
149	0.02554685111
150	0.02527997989
151	0.02483612834
152	0.02466483766
153	0.02436005031
154	0.02402573716
155	0.0238234786
156	0.02377477592
157	0.02346068334
158	0.02323429883
159	0.02283151014
160	0.02277832904
161	0.02264382059
162	0.02248507793
163	0.02234577604
164	0.02220920232
165	0.02211743827
166	0.02185851195
167	0.02163324555
168	0.02143341382
169	0.02116537013
170	0.02105005531
171	0.02096180315
172	0.02064410978
173	0.0204768609
174	0.02017836019
175	0.0201156557
176	0.01988338895
177	0.01979136182
178	0.01973614769
179	0.01952951619
180	0.01941760973
181	0.01912204232
182	0.01901848807
183	0.01891639543
184	0.01886312251
185	0.01866383616
186	0.01853070043
187	0.01847387459
188	0.01841188967
189	0.01832186984
190	0.01823769221
191	0.01813954158
192	0.01805544013
193	0.01790408007
194	0.01790404719
195	0.01782651955
196	0.01778319819
197	0.01739445527
198	0.01727922901
199	0.01720363738
200	0.0171472931
201	0.0170269058
202	0.01689780813
203	0.01674686418
204	0.01661787785
205	0.01653221354
206	0.01652662109
207	0.01637292421
208	0.01627019958
209	0.01614162254
210	0.01600835298
211	0.01594544825
212	0.01578542209
213	0.0157765411
214	0.01565080944
215	0.01559854392
216	0.01559853806
217	0.0154413573
218	0.01532650906
219	0.0151939187
220	0.01496927972
221	0.01480321047
222	0.01469815978
223	0.01456924444
224	0.01456921839
225	0.01451145907
226	0.01438696631
227	0.01438687547
228	0.01423095249
229	0.01417278324
230	0.01417252764
231	0.0141711826
232	0.01410226408
233	0.01405133384
234	0.01405101312
235	0.0140509848
236	0.01405101052
237	0.01396011386
238	0.01391719396
239	0.01391710931
240	0.01391705558
241	0.01371008546
242	0.01360980054
243	0.01349827665
244	0.01344728975
245	0.01333661338
246	0.0131955741
247	0.01308710171
248	0.01301890764
249	0.01293006811
250	0.01290318159
251	0.01289398542
252	0.01287603688
253	0.01286571805
254	0.01285470212
255	0.01274961463
256	0.01263624004
257	0.01255505074
258	0.01250263057
259	0.01247980587
260	0.01241903152
261	0.01233380709
262	0.01227606698
263	0.01220569305
264	0.01216580706
265	0.01216578622
266	0.01212356765
267	0.01212356114
268	0.012067127
269	0.01198705808
270	0.01198699557
271	0.01185064586
272	0.01172009927
273	0.0116024675
274	0.01154446822
275	0.01150963289
276	0.01149850463
277	0.01147152076
278	0.01146405547
279	0.01142365308
280	0.01138246991
281	0.01136730653
282	0.01126672531
283	0.01123750426
284	0.01114101709
285	0.01106316907
286	0.01105844238
287	0.01099547285
288	0.01096161041
289	0.01091142188
290	0.01083679629
291	0.01080537844
292	0.0107573955
293	0.01069251601
294	0.0106109539
295	0.01055616826
296	0.01052424931
297	0.01049893022
298	0.01045826052
299	0.0103902693
300	0.01033784392
301	0.01026953296
302	0.01019862016
303	0.01015733118
304	0.01007052109
305	0.01004490213
306	0.01000453132
307	0.009952537352
308	0.009899731991
309	0.009836932098
310	0.009805789373
311	0.009721514714
312	0.009697179251
313	0.009668732471
314	0.009668567067
315	0.009650519864
316	0.009607675174
317	0.009541737175
318	0.009512376443
319	0.009437863189
320	0.009437841049
321	0.009415472518
322	0.009415436377
323	0.009401695848
324	0.009336507048
325	0.009336503792
326	0.00932077484
327	0.009320786562
328	0.009300574787
329	0.009297816328
330	0.009297811769
331	0.009250788039
332	0.009167930379
333	0.009112897933
334	0.00907828597
335	0.008981434792
336	0.008929319698
337	0.008881055767
338	0.008808108962
339	0.008748413964
340	0.008748438058
341	0.008684050553
342	0.00866477194
343	0.008620500809
344	0.008538256899
345	0.008464985148
346	0.008464925563
347	0.008401523315
348	0.008352378645
349	0.008284997598
350	0.008241026668
351	0.008190856366
352	0.008143270004
353	0.008087237323
354	0.00802038114
355	0.007995898181
356	0.007995787803
357	0.007943132543
358	0.007885066508
359	0.007885077904
360	0.007885077904
361	0.0078850486
362	0.007885007901
363	0.007885010505
364	0.007884642255
365	0.007846893162
366	0.007846821856
367	0.007846861905
368	0.007846788645
369	0.007810871688
370	0.007810825128
371	0.007782378348
372	0.007782356208
373	0.007765528365
374	0.007765473991
375	0.007765445989
376	0.007765444687
377	0.007765270492
378	0.007765249329
379	0.007765249329
380	0.007729289718
381	0.00772927702
382	0.00772927702
383	0.007714019859
384	0.007713992183
