iter	Logloss
385	0.007689508899
386	0.007613502456
387	0.007573589443
388	0.007573537999
389	0.007573593025
390	0.007573546139
391	0.007554015514
392	0.007525786233
393	0.007485740378
394	0.007485662234
395	0.00748568991
396	0.007485654746
397	0.007461267187
398	0.007438960194
399	0.00743892796
400	0.007427933518
401	0.007427922448
402	0.007427879143
403	0.007427754114
404	0.007427752812
405	0.00742770853
406	0.007427706577
407	0.007411646167
408	0.007406749836
409	0.007404698899
410	0.007404696294
411	0.007404689782
412	0.007404594057
413	0.00736311362
414	0.007325776082
415	0.007325672542
416	0.007325637052
417	0.007325621097
418	0.007325624353
419	0.007325589514
420	0.007325523744
421	0.007325485323
422	0.007325582351
423	0.007325532535
424	0.007325470997
425	0.007325559234
426	0.007325574537
427	0.007325560211
428	0.007325354759
429	0.007325324478
430	0.007325295826
431	0.007325194239
432	0.007325329688
433	0.007325203356
434	0.007325220287
435	0.007325139539
436	0.007325173076
437	0.007325160703
438	0.007324098605
439	0.007324197261
440	0.007324049439
441	0.007324146467
442	0.007323986925
443	0.007324025345
444	0.007319308418
445	0.007319320791
446	0.007319196413
447	0.007319066499
448	0.007318947331
449	0.007318869839
450	0.007318459586
451	0.007318424422
452	0.007318303299
453	0.007318303299
454	0.007318264553
455	0.007318287671
456	0.007318237854
457	0.007318188038
458	0.007279877615
459	0.007246019735
460	0.007245777816
461	0.007212457172
462	0.007168232927
463	0.007151954367
464	0.007151892829
465	0.007123449305
466	0.007123437584
467	0.007123487726
468	0.007123405675
469	0.007123361394
470	0.007123419025
471	0.007123332742
472	0.007120364272
473	0.007120332037
474	0.007112033866
475	0.007066798316
476	0.007057310738
477	0.007057310738
478	0.007057193523
479	0.007057180499
480	0.007044367596
481	0.007044369224
482	0.007036645732
483	0.007036598846
484	0.007036647686
485	0.007036607312
486	0.007001218148
487	0.006964888985
488	0.006964755164
489	0.006935891294
490	0.006935803058
491	0.006935847664
492	0.006935889666
493	0.006935721658
494	0.006935709286
495	0.006935705053
496	0.006935624956
497	0.006935689424
498	0.006935586861
499	0.006935623979
